setting	method	focus_layer	component	layer	alpha	alpha_std	para_abs	para_abs_std	perp_abs	perp_abs_std	x_norm	x_norm_std	delta_norm	delta_norm_std	delta_over_x	delta_over_x_std	para_over_x	para_over_x_std	perp_over_x	perp_over_x_std	perp_ratio	perp_ratio_std	count	run_dir	base_update_norm	base_update_norm_std	error_norm	error_norm_std	error_over_base_update	error_over_base_update_std	para_over_base_update	para_over_base_update_std	perp_over_base_update	perp_over_base_update_std	perp_ratio_to_base_update	perp_ratio_to_base_update_std
awq_native	awq_native_l11	11.0	block_out	11	-0.0281603913754224	0.0052460893057286	0.4372197091579437	0.1183866187930107	2.301520824432373	0.4733105301856994	15.577537536621094	3.3646488189697266	2.344046115875244	0.4812962412834167	0.1509459614753723	0.0079407887533307	0.0281603932380676	0.0052460893057286	0.148205280303955	0.0078996326774358	0.9640283584594728	0.0120645985007286	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l11	15.577537536621094	3.3646488189697266	2.344046115875244	0.4812962412834167	0.1509459614753723	0.0079407887533307	0.0281603932380676	0.0052460893057286	0.148205280303955	0.0078996326774358	0.9640283584594728	0.0120645985007286
awq_native	awq_native_l11	11.0	mlp_out	11	-0.0323109328746795	0.0061465464532375	0.4648503065109253	0.1310212016105651	2.1825754642486572	0.4696194529533386	14.45043659210205	3.51187515258789	2.233224630355835	0.4797273278236389	0.155360996723175	0.0065707117319107	0.0323109328746795	0.0061465557664632	0.1518343538045883	0.0066905221901834	0.9550855755805968	0.0147295929491519	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l11	14.45043659210205	3.51187515258789	2.233224630355835	0.4797273278236389	0.155360996723175	0.0065707117319107	0.0323109328746795	0.0061465557664632	0.1518343538045883	0.0066905221901834	0.9550855755805968	0.0147295929491519
awq_native	awq_native_l12	12.0	attn_out	12	-0.0168105531483888	0.0191188417375087	0.2435754686594009	0.1343637108802795	1.555497169494629	0.1077421084046363	10.3915376663208	0.7736988663673401	1.5787678956985474	0.1267059296369552	0.1520363390445709	0.007080998737365	0.022855207324028	0.0112144704908132	0.1499014198780059	0.0068285767920315	0.9724754691123962	0.0222355686128139	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l12	10.3915376663208	0.7736988663673401	1.5787678956985474	0.1267059296369552	0.1520363390445709	0.007080998737365	0.022855207324028	0.0112144704908132	0.1499014198780059	0.0068285767920315	0.9724754691123962	0.0222355686128139
awq_native	awq_native_l12	12.0	block_out	12	-0.0281419213861227	0.0107070878148078	0.4553358256816864	0.1294444501399994	2.4336585998535156	0.4369596242904663	16.199983596801758	2.913947343826294	2.48010778427124	0.4321788251399994	0.1532671302556991	0.0048932917416095	0.0288023147732019	0.0087770204991102	0.1502772569656372	0.0049894140101969	0.9614200592041016	0.0157181825488805	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l12	16.199983596801758	2.913947343826294	2.48010778427124	0.4321788251399994	0.1532671302556991	0.0048932917416095	0.0288023147732019	0.0087770204991102	0.1502772569656372	0.0049894140101969	0.9614200592041016	0.0157181825488805
awq_native	awq_native_l12	12.0	mlp_out	12	-0.0365437306463718	0.012586586177349	0.5017443895339966	0.1589773595333099	2.24564266204834	0.4313533008098602	14.206377983093262	2.9714574813842773	2.307790517807007	0.4243818521499634	0.1632803231477737	0.006905878894031	0.0365437306463718	0.012586586177349	0.1586575359106063	0.0064866906031966	0.944650948047638	0.0266012474894523	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l12	14.206377983093262	2.9714574813842773	2.307790517807007	0.4243818521499634	0.1632803231477737	0.006905878894031	0.0365437306463718	0.012586586177349	0.1586575359106063	0.0064866906031966	0.944650948047638	0.0266012474894523
awq_native	awq_native_l13	13.0	attn_out	13	-0.0287271123379468	0.0163652226328849	0.277712732553482	0.1881491988897323	1.4560555219650269	0.1607609987258911	9.11807632446289	1.8696048259735107	1.491401195526123	0.1849019974470138	0.1664846986532211	0.0167611800134181	0.0288737788796424	0.0161050409078598	0.1629983335733413	0.0183457601815462	0.9568610787391664	0.0411425866186618	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l13	9.11807632446289	1.8696048259735107	1.491401195526123	0.1849019974470138	0.1664846986532211	0.0167611800134181	0.0288737788796424	0.0161050409078598	0.1629983335733413	0.0183457601815462	0.9568610787391664	0.0411425866186618
awq_native	awq_native_l13	13.0	block_out	13	-0.0247614737600088	0.0095164729282259	0.408951848745346	0.2224913239479065	2.5601348876953125	0.4681326150894165	16.054533004760742	3.3017218112945557	2.597417116165161	0.4935656487941742	0.1623351573944091	0.0055397599935531	0.0247614700347185	0.0095164822414517	0.1601630747318267	0.0052435202524065	0.9736998677253724	0.0188257601112127	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l13	16.054533004760742	3.3017218112945557	2.597417116165161	0.4935656487941742	0.1623351573944091	0.0055397599935531	0.0247614700347185	0.0095164822414517	0.1601630747318267	0.0052435202524065	0.9736998677253724	0.0188257601112127
awq_native	awq_native_l13	13.0	mlp_out	13	-0.0272836815565824	0.0083148814737796	0.4061132371425628	0.1774951517581939	2.3918545246124268	0.4437141418457031	14.665913581848145	3.003563404083252	2.429529905319214	0.4600728750228882	0.1661631315946579	0.0050007873214781	0.0272836815565824	0.0083148851990699	0.1636877208948135	0.0052902027964591	0.9704635143280028	0.0177921410650014	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l13	14.665913581848145	3.003563404083252	2.429529905319214	0.4600728750228882	0.1661631315946579	0.0050007873214781	0.0272836815565824	0.0083148851990699	0.1636877208948135	0.0052902027964591	0.9704635143280028	0.0177921410650014
awq_native	awq_native_l14	14.0	attn_out	14	-0.0284549072384834	0.0081736808642745	0.2915354669094085	0.0956982597708702	1.740362286567688	0.1359922438859939	10.176310539245604	1.068668246269226	1.766596794128418	0.1436709016561508	0.1741748005151748	0.0084921158850193	0.0284549072384834	0.0081736808642745	0.1716376990079879	0.0085431775078177	0.9710670113563538	0.0122508974745869	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l14	10.176310539245604	1.068668246269226	1.766596794128418	0.1436709016561508	0.1741748005151748	0.0084921158850193	0.0284549072384834	0.0081736808642745	0.1716376990079879	0.0085431775078177	0.9710670113563538	0.0122508974745869
awq_native	awq_native_l14	14.0	block_out	14	-0.0253607332706451	0.0063222046010196	0.405072420835495	0.1047114953398704	2.5175158977508545	0.3445799052715301	16.032020568847656	1.8471813201904297	2.551762342453003	0.3466686904430389	0.1589385122060775	0.0075764767825603	0.0253607332706451	0.0063222046010196	0.1567837744951248	0.007386514917016	0.97320955991745	0.0125465476885437	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l14	16.032020568847656	1.8471813201904297	2.551762342453003	0.3466686904430389	0.1589385122060775	0.0075764767825603	0.0253607332706451	0.0063222046010196	0.1567837744951248	0.007386514917016	0.97320955991745	0.0125465476885437
