source,phase,layer,part,metric,n,mean,median,p10,p90,min,max
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,25,attn_update,value_pre_self_value_norm,1013,58.421063677344364,58.769710540771484,49.01043090820312,67.24037475585939,6.226752281188965,82.2125015258789
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,26,attn_update,value_pre_norm,1013,15.034159500766012,14.717531204223633,10.14636459350586,20.453099822998055,4.495568752288818,31.35688018798828
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,26,attn_update,value_pre_para_perp_ratio,1013,0.41541103920867156,0.41236817836761475,0.3020222544670105,0.5377064943313599,0.09090808033943176,1.066704273223877
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,26,attn_update,value_pre_para_ratio,1013,0.3799143743001482,0.38122676283305273,0.28912345181459587,0.4735842397968377,0.09053475267264124,0.729549302844538
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,26,attn_update,value_pre_perp_ratio,1013,0.9216022355547959,0.9244815153822558,0.8807485710995706,0.9572918816772041,0.6839283547043098,0.9958933418530108
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,26,attn_update,value_pre_self_alignment,1013,0.37991437521879906,0.3812267780303955,0.2891234517097473,0.4735842287540436,0.0905347466468811,0.72954922914505
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,26,attn_update,value_pre_self_value_norm,1013,67.51507838692623,67.27190399169922,54.04938659667969,81.38269348144532,4.9649882316589355,102.49406433105469
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,27,attn_update,value_pre_norm,1013,19.902807441421462,20.18297576904297,14.307915687561035,25.103539657592776,4.982670307159424,32.17616271972656
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,27,attn_update,value_pre_para_perp_ratio,1013,0.5250140818871138,0.5244385004043579,0.4100729346275329,0.6576803803443909,0.10879625380039215,0.8047530055046082
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,27,attn_update,value_pre_para_ratio,1013,0.46092050299786846,0.46444406011503275,0.37941104697996497,0.5494915057638519,0.1081580337013201,0.6269503028316752
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,27,attn_update,value_pre_perp_ratio,1013,0.8842067844661975,0.8856025230285212,0.8354993129516615,0.9252282200481451,0.7790592850403076,0.994133794814542
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,27,attn_update,value_pre_self_alignment,1013,0.4609205025631607,0.46444404125213623,0.37941104769706724,0.5494914531707764,0.10815803706645966,0.6269503235816956
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,27,attn_update,value_pre_self_value_norm,1013,76.60043209891211,76.37960052490234,64.20098876953125,89.94193878173829,5.5924906730651855,108.52767944335938
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,28,attn_update,value_pre_norm,1013,25.854308404197578,25.55575942993164,20.06480598449707,32.1036865234375,11.874214172363281,44.77516555786133
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,28,attn_update,value_pre_para_perp_ratio,1013,0.6118476823016428,0.6098707914352417,0.4767777264118195,0.7517609834671023,0.11615729331970215,1.0626027584075928
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,28,attn_update,value_pre_para_ratio,1013,0.5166688842504031,0.5206787967961868,0.43036556397999864,0.6008999609916592,0.11538151264958192,0.728233067264849
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,28,attn_update,value_pre_perp_ratio,1013,0.852189495687492,0.853752659844979,0.7993238673297098,0.9026546252144478,0.6853295637048141,0.9933212628368796
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,28,attn_update,value_pre_self_alignment,1013,0.5166688835044251,0.5206787586212158,0.43036559820175174,0.6008999586105348,0.11538150906562805,0.7282331585884094
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,28,attn_update,value_pre_self_value_norm,1013,83.55635939181028,84.685791015625,67.67530212402345,98.89488067626954,8.284767150878906,114.83421325683594
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,29,attn_update,value_pre_norm,1013,19.556315025242977,18.1678524017334,11.075794410705567,29.662604141235356,5.087718963623047,61.50217819213867
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,29,attn_update,value_pre_para_perp_ratio,1013,0.28265999641677647,0.2745051085948944,0.17675348520278933,0.39769893884658813,0.011246053501963615,0.6402050256729126
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,29,attn_update,value_pre_para_ratio,1013,0.26918821097662005,0.2647127655011764,0.17405546975817296,0.3695466876932845,0.011245342931783532,0.5391761740786165
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,29,attn_update,value_pre_perp_ratio,1013,0.9596414527593263,0.9643272777883165,0.9292121894558377,0.9847357637941623,0.8421929809327909,0.9999368003079548
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,29,attn_update,value_pre_self_alignment,1013,0.269188212256544,0.26471278071403503,0.17405547499656676,0.36954673528671267,0.01124533824622631,0.5391761660575867
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,29,attn_update,value_pre_self_value_norm,1013,120.97183463039191,120.96063232421875,77.21219177246094,165.42911987304691,5.400723934173584,246.1467742919922
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,30,attn_update,value_pre_norm,1013,32.40725939695127,32.381771087646484,21.876501464843752,42.7228973388672,8.875641822814941,68.80949401855469
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,30,attn_update,value_pre_para_perp_ratio,1013,0.5274236469960754,0.52887362241745,0.3732917845249176,0.6763327121734619,0.094724640250206,0.865109920501709
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,30,attn_update,value_pre_para_ratio,1013,0.4603562955884588,0.4675160915253388,0.3497200012071479,0.5602309545376711,0.09430250307380518,0.6542579368001284
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,30,attn_update,value_pre_perp_ratio,1013,0.8824998106149823,0.883984535367144,0.8283363668979747,0.9368542993749427,0.7562714450460066,0.9955435317239698
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,30,attn_update,value_pre_self_alignment,1013,0.4603562965503685,0.46751609444618225,0.3497199475765228,0.5602309703826904,0.09430248290300369,0.6542579531669617
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,30,attn_update,value_pre_self_value_norm,1013,129.72602303289355,128.24041748046875,102.53225250244142,157.71534423828126,8.447835922241211,202.1398162841797
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,31,attn_update,value_pre_norm,1013,29.422053732500142,28.59138298034668,19.254506301879882,40.99209671020508,8.717927932739258,65.3984603881836
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,31,attn_update,value_pre_para_perp_ratio,1013,0.39564917121829074,0.3910753130912781,0.2651698350906372,0.5355839133262634,0.07408053427934647,0.7886913418769836
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,31,attn_update,value_pre_para_ratio,1013,0.36333083976598674,0.3642143745030474,0.2563116252892903,0.4721320963970753,0.07387808568859762,0.6192657832571203
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,31,attn_update,value_pre_perp_ratio,1013,0.9271957905605345,0.931315167189928,0.8815278242674671,0.9665941761599738,0.7851814407865312,0.9972672217800712
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,31,attn_update,value_pre_self_alignment,1013,0.36333083862995935,0.36421436071395874,0.2563116192817688,0.4721320986747741,0.07387807965278625,0.6192659139633179
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,31,attn_update,value_pre_self_value_norm,1013,149.11084439464994,146.57144165039062,105.17416687011719,194.75071105957034,8.002626419067383,296.0099792480469
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,32,attn_update,value_pre_norm,1013,32.33051631057604,31.139127731323242,19.562093353271486,46.21875686645508,9.751627922058105,79.6891098022461
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,32,attn_update,value_pre_para_perp_ratio,1013,0.340759978104688,0.3415389657020569,0.20963866710662843,0.46252179741859445,0.028487643226981163,0.7024767398834229
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,32,attn_update,value_pre_para_ratio,1013,0.31887676845275115,0.3232078566986782,0.20517850283988226,0.4197937477409584,0.028476090869533673,0.5748217613039446
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,32,attn_update,value_pre_perp_ratio,1013,0.9436564257747632,0.9463279083962963,0.9076195067650231,0.978724529437261,0.8182787043505756,0.9995945077059895
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,32,attn_update,value_pre_self_alignment,1013,0.31887676804036874,0.32320791482925415,0.20517853200435637,0.4197937011718751,0.028476092964410782,0.5748217105865479
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,32,attn_update,value_pre_self_value_norm,1013,181.09333008204138,177.83782958984375,126.7058334350586,238.23532409667968,9.943328857421875,368.0121154785156
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,33,attn_update,value_pre_norm,1013,39.51070978987487,35.74455261230469,21.8952205657959,61.56347427368165,11.000840187072754,117.2843246459961
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,33,attn_update,value_pre_para_perp_ratio,1013,0.22682876629306248,0.21822595596313477,0.13371661007404329,0.33692946434021,0.00697805592790246,0.545436441898346
value_pre-c4_len2048-prefill-hidden-tokens32,prefill,33,attn_update,value_pre_para_ratio,1013,0.21913947120827354,0.2132082204504789,0.13253692881573922,0.31929319411543133,0.006977885524220322,0.4788398982496317
