source,prompt_idx,prompt_token_count,phase,metric,n,mean,median,p10,p90,min,max
value_pre-c4_len512-prefill-hidden-tokens32,1,476,prefill,value_pre_self_value_norm,1080,61.09677347353211,31.814380645751953,6.614257383346558,166.81906127929688,1.331006646156311,529.8564453125
value_pre-c4_len512-prefill-hidden-tokens32,2,554,prefill,value_pre_norm,1260,17.527861495907345,13.165874481201172,2.342571783065796,34.488582229614266,1.0913357734680176,111.51007843017578
value_pre-c4_len512-prefill-hidden-tokens32,2,554,prefill,value_pre_para_perp_ratio,1260,0.5062688302248717,0.4948495179414749,0.22725623697042466,0.8091219902038576,0.041267406195402145,1.192358374595642
value_pre-c4_len512-prefill-hidden-tokens32,2,554,prefill,value_pre_para_ratio,1260,0.4309057029179728,0.4435166185703664,0.22160579561968077,0.6290094927352312,0.04123230715060716,0.7662049495784463
value_pre-c4_len512-prefill-hidden-tokens32,2,554,prefill,value_pre_perp_ratio,1260,0.8853736514599108,0.8962660349955612,0.7773975960310975,0.9751362732980982,0.6425962169554801,0.9991494637691977
value_pre-c4_len512-prefill-hidden-tokens32,2,554,prefill,value_pre_self_alignment,1260,0.43090570335172945,0.4435166120529175,0.2216058224439621,0.62900949716568,0.04123230278491974,0.7662049531936646
value_pre-c4_len512-prefill-hidden-tokens32,2,554,prefill,value_pre_self_value_norm,1260,67.53632995032129,33.33586311340332,6.637257671356202,188.9711349487306,1.2881004810333252,589.9577026367188
value_pre-c4_len512-prefill-hidden-tokens32,3,461,prefill,value_pre_norm,1044,17.85230815102314,12.030747413635254,2.1957347393035893,39.40150604248048,1.0559128522872925,127.76654052734375
value_pre-c4_len512-prefill-hidden-tokens32,3,461,prefill,value_pre_para_perp_ratio,1044,0.47474265329439863,0.4788796156644821,0.22351389974355695,0.7084526896476746,0.009315438568592072,0.9893770813941956
value_pre-c4_len512-prefill-hidden-tokens32,3,461,prefill,value_pre_para_ratio,1044,0.41521535301412615,0.4319094641024822,0.2181315260068055,0.5780820032592311,0.009315035122573244,0.7033209413930732
value_pre-c4_len512-prefill-hidden-tokens32,3,461,prefill,value_pre_perp_ratio,1044,0.8975996340577423,0.901916816473795,0.8159785147253535,0.9759192837675628,0.7108725022548333,0.9999566637446222
value_pre-c4_len512-prefill-hidden-tokens32,3,461,prefill,value_pre_self_alignment,1044,0.4150845532937125,0.4319094717502594,0.21813153028488158,0.5780819773674011,-0.029426146298646927,0.7033209800720215
value_pre-c4_len512-prefill-hidden-tokens32,3,461,prefill,value_pre_self_value_norm,1044,60.748167940254866,31.694032669067383,6.307054328918457,167.72507629394534,1.3426934480667114,424.2936096191406
value_pre-c4_len512-prefill-hidden-tokens32,4,532,prefill,value_pre_norm,1224,16.998186414245687,11.946186542510986,2.164437365531922,35.12315559387209,0.8103210926055908,144.1691436767578
value_pre-c4_len512-prefill-hidden-tokens32,4,532,prefill,value_pre_para_perp_ratio,1224,0.49126365138035194,0.4993422031402588,0.2523995041847229,0.7169324338436127,0.029574371874332428,1.1135318279266357
value_pre-c4_len512-prefill-hidden-tokens32,4,532,prefill,value_pre_para_ratio,1224,0.4282709189440981,0.4467427262303641,0.2447246643164513,0.5826616165780875,0.02956144504552245,0.7440174811102722
value_pre-c4_len512-prefill-hidden-tokens32,4,532,prefill,value_pre_perp_ratio,1224,0.8926663940396392,0.8946624548313515,0.8127148572977947,0.9695925467861255,0.6681600800930655,0.9995628808142345
value_pre-c4_len512-prefill-hidden-tokens32,4,532,prefill,value_pre_self_alignment,1224,0.4282709176049513,0.4467426985502243,0.24472467005252838,0.5826615750789642,0.029561441391706467,0.744017481803894
value_pre-c4_len512-prefill-hidden-tokens32,4,532,prefill,value_pre_self_value_norm,1224,59.913262604839275,30.434722900390625,6.7393775463104255,165.3600204467774,0.9125909209251404,408.7156982421875
value_pre-c4_len512-prefill-hidden-tokens32,5,460,prefill,value_pre_norm,1044,16.58626944443275,12.45941686630249,2.1022693634033205,31.45914916992189,1.0080254077911377,110.0677261352539
value_pre-c4_len512-prefill-hidden-tokens32,5,460,prefill,value_pre_para_perp_ratio,1044,0.5030657200230164,0.505808562040329,0.24081798791885378,0.7440827369689942,0.012201816774904728,1.0141624212265015
value_pre-c4_len512-prefill-hidden-tokens32,5,460,prefill,value_pre_para_ratio,1044,0.43459345895374485,0.4513553769123294,0.2341248081983932,0.5969574110244635,0.012200908914458675,0.7120611628972766
value_pre-c4_len512-prefill-hidden-tokens32,5,460,prefill,value_pre_perp_ratio,1044,0.8879022981738997,0.8923443019010739,0.8022729112586047,0.9722065282949874,0.7021174916876448,0.9999256084197722
value_pre-c4_len512-prefill-hidden-tokens32,5,460,prefill,value_pre_self_alignment,1044,0.43459346015862693,0.45135538280010223,0.23412480652332307,0.5969574391841889,0.01220090314745903,0.7120611667633057
value_pre-c4_len512-prefill-hidden-tokens32,5,460,prefill,value_pre_self_value_norm,1044,66.55475842199107,31.82496166229248,6.476573514938355,185.85711669921875,1.2905875444412231,482.8922424316406
value_pre-c4_len512-prefill-hidden-tokens32,6,465,prefill,value_pre_norm,1080,18.696497674562313,12.405153274536133,2.6072683811187742,39.128995513916024,1.0821337699890137,164.8384552001953
value_pre-c4_len512-prefill-hidden-tokens32,6,465,prefill,value_pre_para_perp_ratio,1080,0.4801662465384989,0.4786496162414551,0.24553820937871934,0.7044341206550598,0.042674023658037186,1.1820569038391113
value_pre-c4_len512-prefill-hidden-tokens32,6,465,prefill,value_pre_para_ratio,1080,0.4195391513497385,0.43174075803706213,0.23845529095306775,0.5758927067378915,0.04263522245292207,0.7634505719832482
value_pre-c4_len512-prefill-hidden-tokens32,6,465,prefill,value_pre_perp_ratio,1080,0.8963185702613294,0.9019976430768414,0.8175252748347583,0.9711535174658088,0.6458662016343957,0.9990907663754194
