model,layer,head,delta_loss,bootstrap_delta_loss,ci95_low,ci95_high,p_improve,sign_flip_p,ci_class,para_ratio,para_over_ref,edit_over_y,edit_over_ref,samples,tokens,sign_flip_q_global,fdr_global_class,sign_flip_q_model,fdr_model_class
qwen3_0p6b,4,10,0.009820980668678647,0.009820916647293976,0.007187745451566582,0.012481947008572605,0.0,9.999000099990002e-05,degrade,0.42930041624612736,0.20313068603970233,0.5421781656263545,0.2031306855498221,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,4,11,0.00021236374072008957,0.00021232770077880502,-0.0014526344664688789,0.0018295776301806288,0.4044,0.8034196580341966,inconclusive,0.15135569564488177,0.10030848844926715,0.3143345088329244,0.10030848820432704,256,36302,0.8831483263887352,inconclusive,0.8569809685698095,inconclusive
qwen3_0p6b,4,12,-4.0378500151483365e-05,-4.0468808527682664e-05,-0.0007887395410434568,0.0007574858348102595,0.5364,0.914008599140086,inconclusive,0.15060669426374876,0.08490732623352937,0.3223621191561444,0.0849073261110593,256,36302,0.9572162783721629,inconclusive,0.9334555906111517,inconclusive
qwen3_0p6b,4,13,0.002028703545087218,0.0020286423871946836,0.0003767224331281853,0.003811423128922703,0.0066,0.020497950204979503,degrade,0.3082787227275452,0.13755447536618898,0.47138061660603964,0.13755447536618898,256,36302,0.059630400596304006,inconclusive,0.036440800364408006,degrade
qwen3_0p6b,4,14,0.000870531948136577,0.0008704680909427964,-0.00018656323119676984,0.0018811882330205607,0.0532,0.1004899510048995,inconclusive,0.12716990189572513,0.08348235861088875,0.2840021211068866,0.08348235885582886,256,36302,0.21459187414591874,inconclusive,0.14186816612456402,inconclusive
qwen3_0p6b,4,15,0.002909753810051985,0.0029097356932083506,0.000531223897211875,0.005486667519241495,0.0082,0.019598040195980403,degrade,0.44804390946110606,0.21885292089473793,0.5634264418750301,0.21885292138461815,256,36302,0.05759424057594241,inconclusive,0.0361809972848869,degrade
qwen3_0p6b,13,0,-0.0029563868080613176,-0.002956482744907835,-0.0038326777740750944,-0.0021031247337540766,1.0,9.999000099990002e-05,improve,0.23329276592783219,0.1425880279286278,0.3999804438836801,0.1425880279286278,256,36302,0.0005332800053328001,improve,0.00028232470870560004,improve
qwen3_0p6b,13,1,-0.0007527456304061708,-0.0007528191945761809,-0.0014337022949513715,-5.764085490423086e-05,0.9844,0.028997100289971003,improve,0.1515741839371521,0.10260753611996588,0.31010123978258786,0.102607536364906,256,36302,0.0787845743727514,inconclusive,0.047995200479952004,improve
qwen3_0p6b,13,2,0.001490736026080075,0.0014906949192017907,0.0005882678238591778,0.002405868399103427,0.0008,0.0018998100189981002,degrade,0.25412572956489354,0.15376515827543916,0.41974853480353624,0.1537651568057985,256,36302,0.007599240075992402,degrade,0.0043424229005670865,degrade
qwen3_0p6b,13,3,-0.0021469001040745894,-0.0021468786147466855,-0.0029652002500482172,-0.0012777048226909188,1.0,9.999000099990002e-05,improve,0.21260294578065306,0.1663998841045297,0.3768708065077538,0.16639988287982913,256,36302,0.0005332800053328001,improve,0.00028232470870560004,improve
qwen3_0p6b,13,4,0.0014636668283598553,0.0014636058215234348,0.0004980256351160299,0.0024344758002674085,0.0008,0.0040995900409959,degrade,0.31820113977021,0.2029448107881939,0.48258495122611456,0.20294481103313403,256,36302,0.015535288576405518,degrade,0.008555666172513183,degrade
qwen3_0p6b,13,5,0.002579556674735528,0.0025795343907225802,0.001176777214514225,0.004011618934767042,0.0004,0.00039996000399960006,degrade,0.25504328991155256,0.2177359405983944,0.41793487282333286,0.2177359405983944,256,36302,0.0018283885897124575,degrade,0.0010104252732621474,degrade
qwen3_0p6b,13,6,-0.005277222479993959,-0.00527729366010992,-0.0094812685393041,-0.0012361055498482144,0.9942,0.011198880111988802,improve,0.4869189274024792,0.42692173621889346,0.6085649673816588,0.42692173621889346,256,36302,0.03583641635836417,improve,0.0215018498150185,improve
qwen3_0p6b,13,7,0.03448219671307706,0.034482164584167155,0.030621904222353103,0.038854944611521045,0.0,9.999000099990002e-05,degrade,0.43540120813710953,0.31077052687471907,0.5796665540934987,0.3107705258949586,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,13,8,-0.0016799110478586954,-0.0016799394167932187,-0.00242179195037049,-0.0009336525502142831,1.0,9.999000099990002e-05,improve,0.1882644039500398,0.1654279619949045,0.3646871322567172,0.16542796101514406,256,36302,0.0005332800053328001,improve,0.00028232470870560004,improve
qwen3_0p6b,13,9,0.0012123906955885388,0.0012123857501531578,0.0007200655163995941,0.001697537540964803,0.0,9.999000099990002e-05,degrade,0.10209516317314402,0.08404980156500348,0.2597504666363824,0.08404980119759332,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,13,10,-0.0034923569229139417,-0.0034923850685484475,-0.004680727327069884,-0.0023345759863706524,1.0,9.999000099990002e-05,improve,0.2707876369799149,0.24676708840154263,0.4454972318710772,0.24676708840154263,256,36302,0.0005332800053328001,improve,0.00028232470870560004,improve
qwen3_0p6b,13,11,0.017867076075784638,0.017867010576679953,0.016138891957959586,0.019599974266554264,0.0,9.999000099990002e-05,degrade,0.4040452029565126,0.21195167403357684,0.5422737931843914,0.2119516730538164,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,13,12,0.0036067604315879187,0.003606698492145901,0.002694181678366423,0.004581980768725922,0.0,9.999000099990002e-05,degrade,0.14987756487370088,0.1216454959671963,0.30277680009660907,0.12164549547731608,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,13,13,-0.0022055242522793783,-0.0022055796963223726,-0.003383101646219381,-0.0010628270880609161,0.9998,0.0004999500049995,improve,0.2254695938872605,0.17427429884071297,0.37728095676161993,0.17427429933059319,256,36302,0.002181600021816,improve,0.0011998800119988001,improve
qwen3_0p6b,13,14,-0.003406434917927914,-0.0034064522368028784,-0.004183694470109671,-0.0026045148176350617,1.0,9.999000099990002e-05,improve,0.2618106931689096,0.1394307511416482,0.41619754299909906,0.13943075163152843,256,36302,0.0005332800053328001,improve,0.00028232470870560004,improve
qwen3_0p6b,13,15,0.0032896035880427554,0.0032895564652035687,0.0024612962376637584,0.004178390107862872,0.0,9.999000099990002e-05,degrade,0.2522509212256305,0.13257410052622698,0.4073140462892757,0.13257410052622698,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,22,0,0.00026798169479302913,0.00026788662815939907,-0.0001413616407375145,0.000694968617156427,0.1018,0.20687931206879312,inconclusive,0.03614575397192138,0.018990110306955965,0.13714660623956282,0.018990110306955965,256,36302,0.3723827617238276,inconclusive,0.2683839724135695,inconclusive
qwen3_0p6b,22,1,0.00027286423828254414,0.0002728007127546317,-0.00017790606756720148,0.0007511586807076265,0.12,0.2542745725427457,inconclusive,0.06354328467571278,0.027931416740432178,0.20249117141788298,0.027931416740432178,256,36302,0.4307710405430045,inconclusive,0.32118893373820506,inconclusive
qwen3_0p6b,22,2,0.0020356978222619837,0.0020356598415819252,0.0013622203538062635,0.002716963148138484,0.0,9.999000099990002e-05,degrade,0.20070804367173203,0.0853320446678192,0.3802408693812542,0.08533204417793898,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,22,3,0.000825391959292876,0.0008253478542857705,0.0003755385610705061,0.001285257858244662,0.0002,0.00029997000299970003,degrade,0.09879314478453767,0.04810323540077783,0.2681576322342689,0.04810323546201285,256,36302,0.00143985601439856,degrade,0.0007999200079992001,degrade
qwen3_0p6b,22,4,0.0011386279724603376,0.0011385827772243378,7.382775579027533e-05,0.0021684282935673592,0.018,0.036196380361963806,degrade,0.24164691276937297,0.05522395141687782,0.3676832764173512,0.05522395141687782,256,36302,0.09391493283104123,inconclusive,0.05604600830239557,inconclusive
qwen3_0p6b,22,5,0.0009381545029372163,0.0009381219996715616,5.479252126714048e-05,0.0018298410130223482,0.0178,0.0357964203579642,degrade,0.1960389926097689,0.05114645086572338,0.33150788401859294,0.05114645074325332,256,36302,0.09372153693721537,inconclusive,0.05604600830239557,inconclusive
qwen3_0p6b,22,6,1.7277209675370386e-05,1.723743931241393e-05,-0.0010964962957430405,0.0011409490615893994,0.4806,0.9769023097690231,inconclusive,0.27256532901515546,0.1474092235396177,0.43864448756052254,0.14740922255985725,256,36302,0.9832159641178739,inconclusive,0.9769023097690231,inconclusive
qwen3_0p6b,22,7,0.0034022854284887494,0.0034022271702108444,0.0024162236151829535,0.00459175476305515,0.0,9.999000099990002e-05,degrade,0.21387021936867562,0.1185760473552864,0.4107728475352927,0.11857604760022651,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,22,8,0.0008120893821277342,0.0008120517561004993,0.00028901014006163295,0.001343432824239726,0.0018,0.0037996200379962005,degrade,0.13559305914348183,0.04466207700714429,0.2841987066096238,0.04466207731331943,256,36302,0.014787710418147377,degrade,0.0082900800829008,degrade
qwen3_0p6b,22,9,-0.0006280121123665161,-0.000628054348879048,-0.0011624055790576855,-9.243302011801325e-05,0.9882,0.024697530246975304,improve,0.1206254448406317,0.038962935397112736,0.25988523562392024,0.038962935397112736,256,36302,0.06839316068393161,inconclusive,0.0423386232805291,improve
qwen3_0p6b,22,10,-0.0009060682563974964,-0.0009061649649420768,-0.002226357959050271,0.0004361054134657604,0.901,0.1862813718628137,inconclusive,0.33605344044131924,0.10951099442290574,0.47460434980871313,0.10951099442290574,256,36302,0.3439040711313484,inconclusive,0.24837516248375163,inconclusive
qwen3_0p6b,22,11,0.0011218618830404203,0.0011218282041664748,0.0003456654518774984,0.0019002615282963469,0.002,0.005499450054994501,degrade,0.30738793629437733,0.0809315273264827,0.44228744751776045,0.0809315270815426,256,36302,0.0197980201979802,degrade,0.010998900109989001,degrade
qwen3_0p6b,22,12,9.11004602017762e-05,9.110469304788251e-05,-0.00033192610139403745,0.0005451222795594442,0.3308,0.6855314468553144,inconclusive,0.09486904808074806,0.031025767678456388,0.2385593643080703,0.03102576786216147,256,36302,0.8057340607402673,inconclusive,0.7507976475079765,inconclusive
qwen3_0p6b,22,13,0.00042008704754570303,0.0004200289698778306,-2.7730824150178062e-05,0.0008678710118709098,0.0348,0.06879312068793121,inconclusive,0.0671208303149527,0.022573453862293244,0.17249879657005152,0.022573453770440705,256,36302,0.16373899800102634,inconclusive,0.10137168101371681,inconclusive
qwen3_0p6b,22,14,0.00628490951342231,0.006284876497880361,0.0050152719206802004,0.007577805791492852,0.0,9.999000099990002e-05,degrade,0.41454091016358646,0.14794475471650403,0.5330184979632897,0.14794475471650403,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_0p6b,22,15,0.006795014253261122,0.006794949519286818,0.005076213181165921,0.008467365541853926,0.0,9.999000099990002e-05,degrade,0.4293208721744336,0.1977200200105488,0.5684330422075781,0.19772002050042903,256,36302,0.0005332800053328001,degrade,0.00028232470870560004,degrade
qwen3_1p7b,4,0,-0.0002436029804808726,-0.0002435483637493946,-0.0010821752257881715,0.0005929783723130405,0.7106,0.5685431456854314,inconclusive,0.05496166126938159,0.048379223069620926,0.1897247226758935,0.048379223069620926,128,19526,0.7257379525205373,inconclusive,0.6893310668933108,inconclusive
qwen3_1p7b,4,1,-0.002986315221531477,-0.0029862812280190914,-0.00520183354663835,-0.001021321273027731,0.9992,0.0046995300469953,improve,0.13830177823550246,0.1179664192833054,0.3030108221646013,0.1179664192833054,128,19526,0.01735211094275188,improve,0.012532080125320802,improve
qwen3_1p7b,4,2,-0.0007772464238384735,-0.0007771392172872318,-0.0018153597107921533,0.0002255055686674666,0.9374,0.13938606139386062,inconclusive,0.11224699982585883,0.052823896152306336,0.2699564401521841,0.05282389663949628,128,19526,0.2744541872343378,inconclusive,0.23894753381804676,inconclusive
qwen3_1p7b,4,3,-0.00010599099037822413,-0.00010602642470764891,-0.0014662783825753385,0.001090157290334552,0.543,0.8856114388561144,inconclusive,0.09803314062827391,0.050030360459367894,0.24616478229391164,0.050030360459367894,128,19526,0.9481639196675128,inconclusive,0.944652201446522,inconclusive
qwen3_1p7b,4,4,0.005883293929408229,0.0058832808521625925,0.001268594776735419,0.010479813620682012,0.006,0.016798320167983202,degrade,0.595413081338427,0.38221495763552144,0.6505114442087224,0.38221495763552144,128,19526,0.05076605741487707,inconclusive,0.035474713398225395,degrade
qwen3_1p7b,4,5,-0.0007881993679901278,-0.0007881720779397064,-0.0025419316115106493,0.0011760980940840366,0.8088,0.41325867413258677,inconclusive,0.11845624248947982,0.09444366981243266,0.278699354071879,0.09444366981243266,128,19526,0.5898444638294791,inconclusive,0.5393622799882174,inconclusive
qwen3_1p7b,4,6,0.001903186576551974,0.001903224526205769,0.000410470798523149,0.0033544501219080194,0.0054,0.013098690130986902,degrade,0.11306288951810445,0.08214209667415302,0.28773582234388717,0.08214209667415302,128,19526,0.04100459519265465,degrade,0.029939863156541492,degrade
qwen3_1p7b,4,7,-0.0018229275029124636,-0.001822894828114172,-0.0032108293228403,-0.0004911834951080835,0.9966,0.009599040095990401,improve,0.12871420898047747,0.08242842965351363,0.2946012085272739,0.08242842965351363,128,19526,0.032145622647037624,improve,0.023037696230376964,improve
qwen3_1p7b,4,8,7.790844178945378e-05,7.797677070283993e-05,-0.0017838780851303702,0.0019715884109423043,0.4564,0.9344065593440656,inconclusive,0.20765196799013957,0.07701723529917984,0.3473385203082595,0.07701723578636978,128,19526,0.9611038896110389,inconclusive,0.9466053394660534,inconclusive
qwen3_1p7b,4,9,0.0028256470339229622,0.0028256788539993923,0.0011518336700727149,0.004399123250815908,0.0,0.0010998900109989002,degrade,0.12997306687317284,0.052341540106411635,0.26836422838622737,0.05234154035000661,128,19526,0.0045252617595383324,degrade,0.0032996700329967006,degrade
qwen3_1p7b,4,10,0.005280231826314985,0.005280256356834498,0.0014679496627531615,0.009395859839298474,0.0018,0.007399260073992601,degrade,0.42835053386663874,0.18451245430937824,0.5706442373770254,0.18451245333499836,128,19526,0.025674540979636975,degrade,0.018692867555349726,degrade
qwen3_1p7b,4,11,0.00014060029335905,0.00014069538727947572,-0.00405983287028637,0.0037248022118780053,0.4552,0.9466053394660534,inconclusive,0.12729503490306712,0.09895264612151593,0.29247683723615353,0.09895264660870587,128,19526,0.966745878603629,inconclusive,0.9466053394660534,inconclusive
qwen3_1p7b,4,12,-0.00034010391993355427,-0.0003400859585626929,-0.0017684323668289053,0.0009479502720093578,0.6798,0.6405359464053595,inconclusive,0.1253676749432833,0.06550577414599111,0.2852917141384549,0.06550577438958607,128,19526,0.7757073032192578,inconclusive,0.7498957421331038,inconclusive
qwen3_1p7b,4,13,0.0009115200165807913,0.0009114954005886782,-0.0008238254972563851,0.00271537046777895,0.1486,0.3163683631636836,inconclusive,0.24461192670605345,0.10385943689261055,0.39699776796850056,0.10385943640542061,128,19526,0.48464940739968554,inconclusive,0.4601721646017216,inconclusive
qwen3_1p7b,4,14,0.0008432141559651107,0.0008432202244908743,-0.0008179942646812662,0.002522836187912989,0.1536,0.33186681331866813,inconclusive,0.14267290926527704,0.09023378014107773,0.31317408867418234,0.09023378014107773,128,19526,0.4959339117634628,inconclusive,0.46851785409694324,inconclusive
qwen3_1p7b,4,15,-0.002477453439484467,-0.002477416088135897,-0.0038640289558725055,-0.0011416195765038524,1.0,0.000999900009999,improve,0.253788957072096,0.11789137108268105,0.43576967865418964,0.11789137205706093,128,19526,0.004234870630584,improve,0.0031996800319968,improve
qwen3_1p7b,14,0,-0.006278437644038348,-0.006278371000148278,-0.007578779664013781,-0.005031605974659608,1.0,9.999000099990002e-05,improve,0.18750672760594395,0.13414980473037272,0.3826814536999621,0.13414980521756267,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,1,0.00682662249612731,0.0068266224839166455,0.0056345438782045365,0.008086399542881416,0.0,9.999000099990002e-05,degrade,0.09674173552414467,0.08152521627920645,0.267497575937712,0.0815252157920165,128,19526,0.0005332800053328001,degrade,0.00039996000399960006,degrade
qwen3_1p7b,14,2,-0.0021947899595411435,-0.0021947723766898544,-0.003171583900037463,-0.0012732186938363389,1.0,9.999000099990002e-05,improve,0.1270752873913995,0.09246653122006705,0.2859710284119822,0.092466531707257,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,3,0.0005804185164972608,0.000580514623873866,-0.00035546084956048976,0.0015205157112494793,0.1076,0.22377762223777622,inconclusive,0.07962193300288603,0.05574561151964911,0.21722284660485514,0.055745611763244086,128,19526,0.4002978584129165,inconclusive,0.34649438281978256,inconclusive
qwen3_1p7b,14,4,-0.008545759600180336,-0.008545701869818857,-0.010256741781121154,-0.0069835052635170815,1.0,9.999000099990002e-05,improve,0.2247451645813378,0.22099130077532578,0.43295585466679637,0.22099130077532578,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,5,-0.001026050802455547,-0.0010260542701847006,-0.002386110578851643,0.00023441989962547308,0.9414,0.13608639136086392,inconclusive,0.25286133377640335,0.15415720397637417,0.4386097485382743,0.1541572034891842,128,19526,0.27029572904778487,inconclusive,0.23894753381804676,inconclusive
qwen3_1p7b,14,6,-0.001293485188818444,-0.0012934133433348135,-0.0024749667510718114,-0.0002686420706214973,0.9944,0.016998300169983,improve,0.081567795462383,0.03549898581182059,0.2120682610405816,0.03549898581182059,128,19526,0.05076605741487707,inconclusive,0.035474713398225395,improve
qwen3_1p7b,14,7,0.0006582519381210794,0.0006582428536478105,-0.0001358953248778162,0.00143757748674353,0.0526,0.11698830116988301,inconclusive,0.07773112251993036,0.033242477158781515,0.2096060001378163,0.03324247703698403,128,19526,0.23727204744314298,inconclusive,0.21597840215978403,inconclusive
qwen3_1p7b,14,8,0.014589009025626432,0.014589022127292347,0.01151158731766934,0.018091266387415966,0.0,9.999000099990002e-05,degrade,0.2902279528621513,0.22640078119543472,0.46064792598953347,0.22640078119543472,128,19526,0.0005332800053328001,degrade,0.00039996000399960006,degrade
qwen3_1p7b,14,9,-0.009006996080546337,-0.009006955798722602,-0.011161587684349045,-0.007173332102125943,1.0,9.999000099990002e-05,improve,0.17478522767204588,0.15054203145500952,0.3512990773713756,0.1505420324293894,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,10,-0.0010102590576344106,-0.0010101703985492237,-0.0020016152910797627,-0.0001094323128400203,0.9874,0.04079592040795921,improve,0.08716784461400214,0.05496682134167902,0.23019880876991788,0.05496682109808404,128,19526,0.10397544316364825,inconclusive,0.07832816718328167,inconclusive
qwen3_1p7b,14,11,-0.005307839247189694,-0.00530781973510886,-0.0070460953113251545,-0.0038509436952955506,1.0,9.999000099990002e-05,improve,0.20578149476422813,0.12953301304297124,0.3939753253493425,0.1295330135301612,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,12,0.03875751802084437,0.03875756020747674,0.0320201797796192,0.04690571975215592,0.0,9.999000099990002e-05,degrade,0.4720101503881306,0.2776116479554548,0.606815422905816,0.27761164990421455,128,19526,0.0005332800053328001,degrade,0.00039996000399960006,degrade
qwen3_1p7b,14,13,-0.014059904302276216,-0.014059895584112697,-0.018955792868152493,-0.010349879034443761,1.0,9.999000099990002e-05,improve,0.30469828541099186,0.23319616597883241,0.4901947878938677,0.2331961669532123,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,14,-0.0018206518912280423,-0.001820582536648351,-0.002655647327439536,-0.000984185266094683,1.0,9.999000099990002e-05,improve,0.15070796542697482,0.05726889406888726,0.2823325058509564,0.05726889406888726,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,14,15,-0.002917071608848243,-0.002917033830138854,-0.0049339882542910225,-0.0013203741749847997,1.0,0.00029997000299970003,improve,0.3317249078860228,0.15947149235322253,0.4994395249952606,0.15947149235322253,128,19526,0.00143985601439856,improve,0.001107581549537354,improve
qwen3_1p7b,23,0,-0.0003367030057677134,-0.0003367365108678713,-0.001060967725307199,0.0003841640560088244,0.8178,0.3601639836016398,inconclusive,0.08536981896879116,0.028760721248076184,0.22617615739961236,0.028760721004481214,128,19526,0.5265341486155952,inconclusive,0.4939391775108204,inconclusive
qwen3_1p7b,23,1,-0.0004078721360301074,-0.0004078169209930504,-0.0010039463581991144,0.00018796834612269005,0.9078,0.18418158184181582,inconclusive,0.09530844024619228,0.032905633909339954,0.2440244633271472,0.032905633787542465,128,19526,0.3422212617447933,inconclusive,0.29469053094690534,inconclusive
qwen3_1p7b,23,2,0.0018984728094912917,0.0018984605747571822,0.0009437493338385982,0.002827793434812253,0.0002,0.0004999500049995,degrade,0.26893662590328915,0.0900235333205183,0.41962850090796616,0.09002353283332834,128,19526,0.002181600021816,degrade,0.0017141143028554288,degrade
qwen3_1p7b,23,3,0.0008252218196251881,0.0008252675472487318,-0.0005286237571331505,0.0021987144275088834,0.13,0.24387561243875613,inconclusive,0.4404262420927123,0.21618218744699375,0.6121713397146642,0.21618218744699375,128,19526,0.4205759064812082,inconclusive,0.3658134186581342,inconclusive
qwen3_1p7b,23,4,0.00016334390684225042,0.00016341306605715617,-0.0003926209359029872,0.0006857283182342188,0.2762,0.5744425557444256,inconclusive,0.07964382366506838,0.02893801332281315,0.21800372244297772,0.02893801332281315,128,19526,0.7257379525205373,inconclusive,0.6893310668933108,inconclusive
qwen3_1p7b,23,5,8.511037766956164e-05,8.518107538400071e-05,-0.0005396078776021689,0.0007132805898542508,0.3892,0.788021197880212,inconclusive,0.060386677446036506,0.020182700053637665,0.1816083905645105,0.02018270017543515,128,19526,0.8695406321436822,inconclusive,0.8596594885965949,inconclusive
qwen3_1p7b,23,6,-0.005372819213804725,-0.005372780262904981,-0.007080077812538454,-0.0035852414006776272,1.0,9.999000099990002e-05,improve,0.5006387177098299,0.2750702371999222,0.655102591679014,0.2750702371999222,128,19526,0.0005332800053328001,improve,0.00039996000399960006,improve
qwen3_1p7b,23,7,0.006270397982977904,0.006270443319871413,0.005221072664663524,0.007346436083401566,0.0,9.999000099990002e-05,degrade,0.39550032731369233,0.14476714737113866,0.5580452130976612,0.14476714737113866,128,19526,0.0005332800053328001,degrade,0.00039996000399960006,degrade
qwen3_1p7b,23,8,-0.0005115375012803014,-0.0005115085139963747,-0.0017376601667125713,0.0006523891792336428,0.8022,0.41575842415758424,inconclusive,0.27288143308987867,0.11604724508896946,0.4769342921855045,0.11604724606334935,128,19526,0.5898444638294791,inconclusive,0.5393622799882174,inconclusive
qwen3_1p7b,23,9,0.001674812689651084,0.001674885902690018,0.00021614784341131006,0.00310315242161949,0.0124,0.027797220277972202,degrade,0.3452265333855289,0.14640869199087794,0.5497295082452806,0.14640868906773827,128,19526,0.07624380419100946,inconclusive,0.055594440555944404,inconclusive
qwen3_1p7b,23,10,0.0005923217160774819,0.0005923408984796051,-0.0001892525969702264,0.0013899626671825514,0.072,0.15478452154784522,inconclusive,0.1376583279625514,0.03482989485388667,0.2721967168542465,0.0348298946102917,128,19526,0.2932759355643383,inconclusive,0.2561950701481576,inconclusive
qwen3_1p7b,23,11,0.001236469863099554,0.0012365055660555307,0.00044477721487522985,0.002047198119729975,0.0016,0.0028997100289971,degrade,0.04282480461539589,0.019914801550094195,0.12468790417277797,0.01991480185458791,128,19526,0.011439951895221435,degrade,0.0081874165524624,degrade
qwen3_1p7b,23,12,-0.00012565877707926276,-0.00012562738436357318,-0.0010886776226634895,0.0007028739229665844,0.5976,0.7846215378462154,inconclusive,0.20422785382617936,0.08742165839535067,0.39446946846875497,0.08742165839535067,128,19526,0.8691192419219615,inconclusive,0.8596594885965949,inconclusive
qwen3_1p7b,23,13,0.0004918697145792628,0.0004919121820492223,-0.0006914401194275802,0.001738763207536825,0.2036,0.43685631436856315,inconclusive,0.2335427509566072,0.11645545715877684,0.4287616403319065,0.11645545764596678,128,19526,0.6137298465275424,inconclusive,0.5518185023602903,inconclusive
qwen3_1p7b,23,14,-2.4256520152476924e-05,-2.420197668273857e-05,-0.0006865367545947705,0.0006579186016243622,0.5292,0.944005599440056,inconclusive,0.14831782861078685,0.050552547693557055,0.33274264573137424,0.05055254793715203,128,19526,0.966745878603629,inconclusive,0.9466053394660534,inconclusive
qwen3_1p7b,23,15,0.00013253562557613563,0.000132567030502174,-0.00045760252435910614,0.0007204178657321345,0.3292,0.673032696730327,inconclusive,0.12323936277270164,0.03440353118292369,0.28817096286349825,0.0344035310611262,128,19526,0.7976683813100172,inconclusive,0.7691802248346594,inconclusive
qwen3_4b,6,0,-0.00020132911726689073,-0.0002013573597215744,-0.001046625981385808,0.0006732641623809223,0.6736,0.6536346365363463,inconclusive,0.16415248398275364,0.10480455176888145,0.31147753348904705,0.1048045522560714,128,19526,0.7843615638436157,inconclusive,0.7942901912340411,inconclusive
qwen3_4b,6,1,-0.00030114344735876486,-0.0003011890284585059,-0.0011728244313605077,0.0005437995867318265,0.7664,0.506049395060494,inconclusive,0.156375363716525,0.09620103702082336,0.2935125786987149,0.09620103702082336,128,19526,0.6778708175694058,inconclusive,0.6855314468553144,inconclusive
qwen3_4b,6,2,0.00032044863659352885,0.00032044145692924756,-0.0006105608603032554,0.0012834577991946757,0.261,0.5113488651134886,inconclusive,0.06300573190662291,0.0768577380807616,0.17376411408756884,0.0768577380807616,128,19526,0.6817984868179848,inconclusive,0.6855314468553144,inconclusive
qwen3_4b,6,3,6.104140793050661e-05,6.099977076181828e-05,-0.0008856874890708583,0.0009646172306766031,0.449,0.8985101489851015,inconclusive,0.10009923669418004,0.09086226881083248,0.2424971257742033,0.09086226929802244,128,19526,0.9513636871606957,inconclusive,0.9367837409807407,inconclusive
qwen3_4b,6,4,-0.00017806036262557612,-0.00017817500525781955,-0.0013930194067169558,0.0010013626417642917,0.6156,0.7659234076592341,inconclusive,0.10526985811547758,0.08427722438846359,0.23549020116813338,0.08427722487565353,128,19526,0.8557655862320744,inconclusive,0.835763614649771,inconclusive
qwen3_4b,6,5,0.0011081978835911777,0.001108140983530748,-0.0007415295151112768,0.0031523636792566865,0.1344,0.29017098290170984,inconclusive,0.3865487226581208,0.2180797796139772,0.508758026551774,0.2180797796139772,128,19526,0.4559022358633702,inconclusive,0.49056147016877266,inconclusive
qwen3_4b,6,6,0.0004358546577321043,0.000435767756931657,-0.00046053690560071675,0.0013257210628248141,0.1672,0.3360663933606639,inconclusive,0.07849469312762848,0.05414819485992003,0.21238385099408574,0.054148195103515,128,19526,0.49634421173267285,inconclusive,0.5377062293770624,inconclusive
qwen3_4b,6,7,0.00036776135425187206,0.0003676850153727572,-0.0006037598391338368,0.00135954296714599,0.2322,0.47235276472352766,inconclusive,0.1462427321978456,0.09725651065051784,0.3160441762795089,0.09725651065051784,128,19526,0.6477980773351236,inconclusive,0.6855314468553144,inconclusive
qwen3_4b,6,8,0.00804359961957779,0.008043530472573059,0.004774582841304465,0.012006832029591059,0.0,9.999000099990002e-05,degrade,0.1441292198833987,0.15349204598106492,0.30117611160375757,0.1534920469554448,128,19526,0.0005332800053328001,degrade,0.0005332800053328001,degrade
qwen3_4b,6,9,0.009714773831206003,0.009714753098093705,0.005216511443651044,0.015487879396310031,0.0,9.999000099990002e-05,degrade,0.48985927187163253,0.36704454385457824,0.5983194967491569,0.36704454385457824,128,19526,0.0005332800053328001,degrade,0.0005332800053328001,degrade
qwen3_4b,6,10,0.00798888491226446,0.007988797120111198,0.0038826378319372352,0.013084640181747152,0.0,9.999000099990002e-05,degrade,0.234947430645978,0.20270599813449125,0.40155292184569064,0.20270599813449125,128,19526,0.0005332800053328001,degrade,0.0005332800053328001,degrade
