method,component,layer,alpha,alpha_std,para_abs,para_abs_std,perp_abs,perp_abs_std,x_norm,x_norm_std,delta_norm,delta_norm_std,delta_over_x,delta_over_x_std,para_over_x,para_over_x_std,perp_over_x,perp_over_x_std,perp_ratio,perp_ratio_std,count
dense_baseline_track,attn_out,4,-1.0,0.0,3.258254289627075,0.9587516188621521,0.0,0.0,3.258254289627075,0.9587516188621521,3.258254289627075,0.9587516188621521,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,5,-1.0,0.0,5.110348224639893,0.6731980443000793,0.0,0.0,5.110348224639893,0.6731980443000793,5.110348224639893,0.6731980443000793,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,6,-1.0,0.0,7.0615553855896,0.9513904452323914,0.0,0.0,7.0615553855896,0.9513904452323914,7.0615553855896,0.9513904452323914,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,7,-1.0,0.0,6.1397786140441895,1.432727336883545,0.0,0.0,6.1397786140441895,1.432727336883545,6.1397786140441895,1.432727336883545,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,8,-1.0,0.0,8.661674499511719,1.2960864305496216,0.0,0.0,8.661674499511719,1.2960864305496216,8.661674499511719,1.2960864305496216,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,9,-1.0,0.0,7.911172389984131,1.3670480251312256,0.0,0.0,7.911172389984131,1.3670480251312256,7.911172389984131,1.3670480251312256,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,10,-1.0,0.0,9.636845588684082,1.359122395515442,0.0,0.0,9.636845588684082,1.359122395515442,9.636845588684082,1.359122395515442,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,11,-1.0,0.0,8.743943214416504,1.4012089967727661,0.0,0.0,8.743943214416504,1.4012089967727661,8.743943214416504,1.4012089967727661,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,12,-1.0,0.0,10.3915376663208,0.7736988663673401,0.0,0.0,10.3915376663208,0.7736988663673401,10.3915376663208,0.7736988663673401,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,13,-1.0,0.0,9.11807632446289,1.8696048259735107,0.0,0.0,9.11807632446289,1.8696048259735107,9.11807632446289,1.8696048259735107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,14,-1.0,0.0,10.176310539245605,1.068668246269226,0.0,0.0,10.176310539245605,1.068668246269226,10.176310539245605,1.068668246269226,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
dense_baseline_track,attn_out,15,-1.0,0.0,10.134062767028809,2.2064037322998047,0.0,0.0,10.134062767028809,2.2064037322998047,10.134062767028809,2.2064037322998047,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
