setting	method	focus_layer	component	layer	alpha	alpha_std	para_abs	para_abs_std	perp_abs	perp_abs_std	x_norm	x_norm_std	delta_norm	delta_norm_std	delta_over_x	delta_over_x_std	para_over_x	para_over_x_std	perp_over_x	perp_over_x_std	perp_ratio	perp_ratio_std	count	run_dir
wanda_2_4	wanda_2_4_l33	33	attn_out	33	-0.07670233398675919	0.22918489575386047	12.211742401123047	11.209796905517578	43.97211837768555	15.250468254089355	53.45046615600586	14.546245574951172	47.00240707397461	15.221163749694824	0.9131272435188293	0.3230172395706177	0.19640769064426422	0.14082960784435272	0.8696139454841614	0.3514317572116852	0.8853283524513245	0.15038546919822693	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l33
wanda_2_4	wanda_2_4_l33	33	block_out	33	-0.2620125114917755	0.04447708651423454	32.975791931152344	8.547667503356934	59.60862350463867	16.08837127685547	124.4160385131836	18.083032608032227	68.69878387451172	15.904930114746094	0.5494746565818787	0.0804910957813263	0.2620125114917755	0.04447708651423454	0.4779185354709625	0.09677982330322266	0.7511585354804993	0.10463042557239532	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l33
wanda_2_4	wanda_2_4_l33	33	mlp_out	33	-0.28189000487327576	0.03177804499864578	30.011564254760742	8.431707382202148	37.01150894165039	6.767203330993652	104.89154815673828	19.515968322753906	47.74147033691406	10.401263236999512	0.45291510224342346	0.026437735185027122	0.28189000487327576	0.03177804499864578	0.3534471094608307	0.020841339603066444	0.6118254661560059	0.05843688175082207	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l33
wanda_2_4	wanda_2_4_l34	34	attn_out	34	-0.2561461627483368	0.05895256623625755	27.21673583984375	7.511205673217773	42.13438415527344	10.038402557373047	106.57508087158203	16.721145629882812	50.91294479370117	9.006481170654297	0.4779207706451416	0.038656413555145264	0.2561461925506592	0.058952443301677704	0.3953784704208374	0.06702382862567902	0.6856107115745544	0.14393730461597443	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l34
wanda_2_4	wanda_2_4_l34	34	block_out	34	-0.3066730201244354	0.020284434780478477	61.694091796875	5.672628402709961	59.03565979003906	10.773174285888672	201.9527587890625	20.833885192871094	85.76815795898438	9.134172439575195	0.4253871738910675	0.02426498755812645	0.3066730201244354	0.020284252241253853	0.29214978218078613	0.04161389172077179	0.47240009903907776	0.09035132825374603	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l34
wanda_2_4	wanda_2_4_l34	34	mlp_out	34	-0.33141985535621643	0.019575070589780807	48.66377258300781	5.952284336090088	41.47582244873047	5.139009952545166	146.5600128173828	13.341517448425293	64.02872467041016	7.111143112182617	0.4365386664867401	0.022167444229125977	0.33141985535621643	0.019575070589780807	0.28318050503730774	0.025375068187713623	0.42178285121917725	0.05280496925115585	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l34
wanda_2_4	wanda_2_4_l35	35	attn_out	35	-0.36526772379875183	0.03979979082942009	40.11677551269531	10.147430419921875	33.67523956298828	5.194519519805908	108.55734252929688	18.180034637451172	52.69510269165039	9.826335906982422	0.4847904145717621	0.03897752985358238	0.36526772379875183	0.03979979082942009	0.3142152726650238	0.052964311093091965	0.4244552552700043	0.10507743805646896	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l35
wanda_2_4	wanda_2_4_l35	35	block_out	35	-0.743686854839325	0.04123953729867935	375.16748046875	40.14777374267578	207.07354736328125	20.73954963684082	503.9115905761719	39.6121826171875	428.7506408691406	42.952735900878906	0.8501953482627869	0.042726702988147736	0.7436869144439697	0.04123736917972565	0.4111226499080658	0.02941185235977173	0.2347869724035263	0.026537662371993065	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l35
wanda_2_4	wanda_2_4_l35	35	mlp_out	35	-0.17974399030208588	0.019373351708054543	55.25087356567383	8.791475296020508	46.201873779296875	9.209409713745117	306.6493225097656	29.164939880371094	72.61196899414062	8.767950057983398	0.23788510262966156	0.028357448056340218	0.17974399030208588	0.019373254850506783	0.15267671644687653	0.037417538464069366	0.4134637117385864	0.12449879199266434	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l35
wanda_2_4	wanda_2_4_l4	4	attn_out	4	-0.27714118361473083	0.03143351897597313	0.8990535140037537	0.2678377330303192	1.17367684841156	0.27090370655059814	3.258254289627075	0.9587516188621521	1.484015941619873	0.35866010189056396	0.46181821823120117	0.030621161684393883	0.27714115381240845	0.03143387660384178	0.3674478828907013	0.03742286562919617	0.634650707244873	0.08083359152078629	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l4
wanda_2_4	wanda_2_4_l4	4	block_out	4	-0.26945915818214417	0.026040203869342804	2.522181272506714	0.5788083672523499	2.7514655590057373	0.7770753502845764	9.3059663772583	1.5761706829071045	3.7393505573272705	0.9423817992210388	0.39894723892211914	0.04668962210416794	0.26945915818214417	0.026040203869342804	0.2932671010494232	0.045242905616760254	0.5381831526756287	0.05874893069267273	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l4
wanda_2_4	wanda_2_4_l4	4	mlp_out	4	-0.2638329267501831	0.02775469236075878	2.327954053878784	0.6405364274978638	2.561542272567749	0.7600178718566895	8.74682903289795	1.7499237060546875	3.4669744968414307	0.9741004109382629	0.39350053668022156	0.0494452565908432	0.2638329565525055	0.027754424139857292	0.2910962998867035	0.04660792648792267	0.5445002317428589	0.0582432746887207	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l4
wanda_2_4	wanda_2_4_l5	5	attn_out	5	-0.22561191022396088	0.031404174864292145	1.1695908308029175	0.3177911937236786	1.6663923263549805	0.22109976410865784	5.110348224639893	0.6731980443000793	2.043119430541992	0.34690794348716736	0.3984062969684601	0.02163194864988327	0.22561191022396088	0.031404174864292145	0.32676103711128235	0.02314673364162445	0.6757683753967285	0.07584663480520248	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l5
wanda_2_4	wanda_2_4_l5	5	block_out	5	-0.269596129655838	0.03942323103547096	3.2528696060180664	1.6796891689300537	3.439069986343384	1.289142370223999	11.57024097442627	3.96524977684021	4.745822906494141	2.090162754058838	0.4002015292644501	0.04234696552157402	0.269596129655838	0.039423421025276184	0.29474541544914246	0.029040807858109474	0.5465626120567322	0.05886067822575569	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l5
wanda_2_4	wanda_2_4_l5	5	mlp_out	5	-0.2981134355068207	0.03824601322412491	3.1359336376190186	1.689449429512024	3.060946464538574	1.314954400062561	10.169266700744629	4.168041229248047	4.393215656280518	2.1181297302246094	0.4232090413570404	0.04731401801109314	0.2981134355068207	0.03824601322412491	0.29928329586982727	0.03794276341795921	0.501932680606842	0.06000746041536331	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l5
wanda_2_4	wanda_2_4_l6	6	attn_out	6	-0.24683845043182373	0.034176308661699295	1.752437710762024	0.391206830739975	2.390934944152832	0.24108141660690308	7.0615553855896	0.9513904452323914	2.9831018447875977	0.3160307705402374	0.4247894585132599	0.03465313836932182	0.24683845043182373	0.034176308661699295	0.34269729256629944	0.0459153987467289	0.6503716111183167	0.09690368920564651	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l6
wanda_2_4	wanda_2_4_l6	6	block_out	6	-0.2916446924209595	0.037401553243398666	3.6041104793548584	1.009491205215454	4.181500434875488	1.1162011623382568	12.216097831726074	2.1704835891723633	5.528356075286865	1.4754033088684082	0.4472661316394806	0.0426025390625	0.2916446626186371	0.03740175440907478	0.3382517397403717	0.03149934485554695	0.5750024318695068	0.05234155058860779	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l6
wanda_2_4	wanda_2_4_l6	6	mlp_out	6	-0.3351810872554779	0.034337468445301056	3.5250089168548584	1.082092523574829	3.6488497257232666	1.1507914066314697	10.402653694152832	2.5103909969329834	5.079715251922607	1.5593370199203491	0.48243334889411926	0.03562132269144058	0.3351810872554779	0.034337468445301056	0.34608888626098633	0.026605868712067604	0.517216145992279	0.05019984766840935	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l6
wanda_2_4	wanda_2_4_l7	7	attn_out	7	-0.187658429145813	0.03773162513971329	1.1626595258712769	0.4120813012123108	3.6124727725982666	0.38268542289733887	6.1397786140441895	1.432727336883545	3.808025360107422	0.465766042470932	0.6363688707351685	0.08459217101335526	0.1876583844423294	0.037731871008872986	0.6061037182807922	0.09011170268058777	0.904251754283905	0.048628129065036774	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__wanda_2_4_l7
